subjects,verbs,objects,sentences,,,,,,,,,,,,,,,,,,,,,,
میں,کھولنا,پانی کی بوتل,میں پانی کی بوتل کھولنا چاہتا ہوں۔,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں بات سن رہا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,گانے,میں گانے سن رہا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,قرآن,میں قرآن سن رہا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں امی کی بات سن رہا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں ابو کی بات سن رہا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں دادی کی بات سن رہا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں دادا کی بات سن رہا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں بڑی بہن کی بات سن رہا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں چھوٹی بہن کی بات سن رہا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں دوست کی بات سن رہا ہو,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں استاد کی بات سن رہا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں ڈاکٹر کی بات سن رہا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بلی,میں نے بلی کی آواز سنی,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,کتے,میں نے کتے کی آواز سنی,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں نے بات نہیں سنی,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,گانے,میں نے گانے نہیں سنا,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,قرآن,میں نے قرآن نہیں سنا,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں نے امی کی بات نہیں سنی,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں نے ابو کی بات نہیں سنی,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں نے دادی کی بات نہیں سنی,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں نے دادا کی بات نہیں سنی,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں نے بڑی بہن کی بات نہیں سنی,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں نے چھوٹی بہن کی بات نہیں سنی,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں نے دوست کی بات نہیں سنی,,,,,,,,,,,,,,,,,,,,,,
میں,سننا,بات,میں نے استاد کی بات نہیں سنی,,,,,,,,,,,,,,,,,,,,,,
مجھے,,بخار,مجھے بخار ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
امی,,بخار,امی کو بخار ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
ابو,,بخار,ابو کو بخار ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
دادی,,بخار,دادی کو بخار ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
دادا,,بخار,دادا کو بخار ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
بہن,,بخار,بہن کو بخار ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
بھائی,,بخار,بھائی کو بخار ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
استاد,,بخار,استاد کو بخار ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
مجھے,,بخار,مجھے ڈاکٹر نے بخار کی دوائی دی,,,,,,,,,,,,,,,,,,,,,,
مجھے,,نزلا زکام,مجھے نزلا زکام ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
امی,,نزلا زکام,امی کو نزلا زکام ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
ابو,,نزلا زکام,ابو کو نزلا زکام ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
دادی,,نزلا زکام,دادی کو نزلا زکام ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
دادا,,نزلا زکام,دادا کو نزلا زکام ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
بہن,,نزلا زکام,بہن کو نزلا زکام ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
بھائی,,نزلا زکام,بھائی کو نزلا زکام ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
استاد,,نزلا زکام,استاد کو نزلا زکام ہو گیا ہے,,,,,,,,,,,,,,,,,,,,,,
مجھے,,نزلا زکام,مجھے ڈاکٹر نے نزلا زکام کی دوائی دی,,,,,,,,,,,,,,,,,,,,,,
مجھے,الٹی,,مجھے الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
امی,الٹی,,امی کو الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
ابو,الٹی,,ابو کو الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
دادی,الٹی,,دادی کو الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
دادا,الٹی,,دادا کو الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
بہن,الٹی,,بہن کو الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
بھائی,الٹی,,بھائی کو الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
استاد,الٹی,,استاد کو الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
مجھے,الٹی,روٹی,مجھے روٹی کھا کر الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
مجھے,الٹی,نوڈلز,مجھے نوڈلز کھا کر الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
مجھے,الٹی,سینڈوچ,مجھے سینڈوچ کھا کر الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
مجھے,الٹی,پیزا,مجھے پیزا کھا کر الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
مجھے,الٹی,نوڈلز,مجھے نوڈلز کھا کر الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
مجھے,الٹی,بسکٹ,مجھے بسکٹ کھا کر الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
مجھے,الٹی,ٹافی,مجھے ٹافی کھا کر الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
مجھے,الٹی,برگر,مجھے برگر کھا کر الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
مجھے,الٹی,سبزیاں,مجھے سبزیاں کھا کر الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
مجھے,الٹی,پھل,مجھے پھل کھا کر الٹی آ رہی ہے,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,,میں گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,گھر,میں گھرمیں گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,سکول,میں سکول میں گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,بس سٹاپ,میں بس سٹاپ پہ گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,سٹیشن,میں سٹیشن پہ گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,چڑیاگھر,میں چڑیاگھر میں گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,پارک,میں پارک میں گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,کیچن,میں کیچن میں گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,بیڈ روم,میں بیڈ روم میں گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,ٹی وی روم,میں ٹی وی روم میں گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,واش روم,میں واش روم میں گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,بازار,میں بازار میں گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,کار,میں کار سے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,رکشہ,میں رکشہ سے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,چڑیاگھر,میں چڑیاگھر سے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,سائیکل,میں سائیکل سے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,سکول بس,میں سکول بس سے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,کشتی,میں کشتی سے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,ہوائی جہاز,میں ہوائی جہاز سے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,لفٹ,میں لفٹ سے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,موٹر بائیک,میں موٹر بائیک سے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,صبح,میں صبح کے وقت گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,دوپہر,میں دوپہر کے وقت گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,شام,میں شام کے وقت گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,رات,میں رات کے وقت گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,پانی,میں پانی پیتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,دودھ,میں دودھ پیتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,جوس,میں جوس پیتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,چائے,میں چائے پیتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,چاول,میں چاول کھاتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,ڈبل روٹی,میں ڈبل روٹی کھاتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,ٹوفی,میں ٹوفی کھاتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,چاکلیٹ,میں چاکلیٹ کھاتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,بسکٹ,میں بسکٹ کھاتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,آ ئسکریم,میں آ ئسکریم کھاتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,برگر,میں برگر کھاتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,سینڈوچ,میں سینڈوچ کھاتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,سوپ,میں سوپ پیتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,نوڈلز,میں نوڈلز کھاتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,میکرونی,میں میکرونی کھاتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
میں,گرنا,پاستا,میں پاستا کھاتے ہوئے گرگیا,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,,بابا گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,گھر,بابا گھرمیں گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,سکول,بابا سکول میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,بس سٹاپ,بابا بس سٹاپ پہ گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,سٹیشن,بابا سٹیشن پہ گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,چڑیاگھر,بابا چڑیاگھر میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,پارک,بابا پارک میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,کیچن,بابا کیچن میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,بیڈ روم,بابا بیڈ روم میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,ٹی وی روم,بابا ٹی وی روم میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,واش روم,بابا واش روم میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,بازار,بابا بازار میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,کار,بابا کار سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,رکشہ,بابا رکشہ سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,چڑیاگھر,بابا چڑیاگھر سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,سائیکل,بابا سائیکل سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,سکول بس,بابا سکول بس سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,کشتی,بابا کشتی سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,ہوائی جہاز,بابا ہوائی جہاز سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,لفٹ,بابا لفٹ سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,موٹر بائیک,بابا موٹر بائیک سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,صبح,بابا صبح کے وقت گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,دوپہر,بابا دوپہر کے وقت گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,شام,بابا شام کے وقت گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,رات,بابا رات کے وقت گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,پانی,بابا پانی پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,دودھ,بابا دودھ پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,جوس,بابا جوس پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,چائے,بابا چائے پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,چاول,بابا چاول کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,ڈبل روٹی,بابا ڈبل روٹی کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,ٹوفی,بابا ٹوفی کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,چاکلیٹ,بابا چاکلیٹ کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,بسکٹ,بابا بسکٹ کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,آ ئسکریم,بابا آ ئسکریم کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,برگر,بابا برگر کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,سینڈوچ,بابا سینڈوچ کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,سوپ,بابا سوپ پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,نوڈلز,بابا نوڈلز کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,میکرونی,بابا میکرونی کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,پاستا,بابا پاستا کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,باتھ روم,بابا باتھ روم میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,ہسپتال,بابا ہسپتال میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,پیزا,بابا پیزا کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
بابا,گرنا,فرائز,بابا فرائز کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,,داداجان گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,گھر,داداجان گھرمیں گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,سکول,داداجان سکول میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,بس سٹاپ,داداجان بس سٹاپ پہ گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,سٹیشن,داداجان سٹیشن پہ گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,چڑیاگھر,داداجان چڑیاگھر میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,پارک,داداجان پارک میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,کیچن,داداجان کیچن میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,بیڈ روم,داداجان بیڈ روم میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,ٹی وی روم,داداجان ٹی وی روم میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,واش روم,داداجان واش روم میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,بازار,داداجان بازار میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,کار,داداجان کار سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,رکشہ,داداجان رکشہ سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,چڑیاگھر,داداجان چڑیاگھر سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,سائیکل,داداجان سائیکل سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,سکول بس,داداجان سکول بس سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,کشتی,داداجان کشتی سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,ہوائی جہاز,داداجان ہوائی جہاز سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,لفٹ,داداجان لفٹ سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,موٹر بائیک,داداجان موٹر بائیک سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,صبح,داداجان صبح کے وقت گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,دوپہر,داداجان دوپہر کے وقت گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,شام,داداجان شام کے وقت گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,رات,داداجان رات کے وقت گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,پانی,داداجان پانی پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,دودھ,داداجان دودھ پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,جوس,داداجان جوس پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,چائے,داداجان چائے پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,چاول,داداجان چاول کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,چاکلیٹ,داداجان چاکلیٹ کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,بسکٹ,داداجان بسکٹ کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,آ ئسکریم,داداجان آ ئسکریم کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,برگر,داداجان برگر کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,سینڈوچ,داداجان سینڈوچ کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,سوپ,داداجان سوپ پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,نوڈلز,داداجان نوڈلز کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,میکرونی,داداجان میکرونی کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,پاستا,داداجان پاستا کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,باتھ روم,داداجان باتھ روم میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,ہسپتال,داداجان ہسپتال میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,پیزا,داداجان پیزا کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
داداجان,گرنا,فرائز,داداجان فرائز کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,,ناناجان گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,گھر,ناناجان گھرمیں گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,سٹیشن,ناناجان سٹیشن پہ گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,چڑیاگھر,ناناجان چڑیاگھر میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,پارک,ناناجان پارک میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,کیچن,ناناجان کیچن میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,بیڈ روم,ناناجان بیڈ روم میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,ٹی وی روم,ناناجان ٹی وی روم میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,واش روم,ناناجان واش روم میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,بازار,ناناجان بازار میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,کار,ناناجان کار سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,رکشہ,ناناجان رکشہ سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,چڑیاگھر,ناناجان چڑیاگھر سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,سائیکل,ناناجان سائیکل سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,سکول بس,ناناجان سکول بس سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,کشتی,ناناجان کشتی سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,ہوائی جہاز,ناناجان ہوائی جہاز سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,لفٹ,ناناجان لفٹ سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,موٹر بائیک,ناناجان موٹر بائیک سے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,صبح,ناناجان صبح کے وقت گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,دوپہر,ناناجان دوپہر کے وقت گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,شام,ناناجان شام کے وقت گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,رات,ناناجان رات کے وقت گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,پانی,ناناجان پانی پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,دودھ,ناناجان دودھ پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,جوس,ناناجان جوس پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,چائے,ناناجان چائے پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,چاول,ناناجان چاول کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,چاکلیٹ,ناناجان چاکلیٹ کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,بسکٹ,ناناجان بسکٹ کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,آ ئسکریم,ناناجان آ ئسکریم کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,برگر,ناناجان برگر کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,سینڈوچ,ناناجان سینڈوچ کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,سوپ,ناناجان سوپ پیتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,نوڈلز,ناناجان نوڈلز کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,میکرونی,ناناجان میکرونی کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,پاستا,ناناجان پاستا کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,باتھ روم,ناناجان باتھ روم میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,ہسپتال,ناناجان ہسپتال میں گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,پیزا,ناناجان پیزا کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,فرائز,ناناجان فرائز کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,ڈبل روٹی,ناناجان ڈبل روٹی کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ناناجان,گرنا,ٹوفی,ناناجان ٹوفی کھاتے ہوئے گرگئے,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,,ماما گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,گھر,ماما گھرمیں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,سٹیشن,ماما سٹیشن پہ گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,چڑیاگھر,ماما چڑیاگھر میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,پارک,ماما پارک میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,کیچن,ماما کیچن میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,بیڈ روم,ماما بیڈ روم میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,ٹی وی روم,ماما ٹی وی روم میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,واش روم,ماما واش روم میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,بازار,ماما بازار میں گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,کار,ماما کار سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,رکشہ,ماما رکشہ سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,چڑیاگھر,ماما چڑیاگھر سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
ماما,گرنا,سائیکل,ماما سائیکل سے گرگئیں,,,,,,,,,,,,,,,,,,,,,,
